hour,th,delay,loss,qlen
00:00,51787.56723703603,9.822228981981985,0.0013034099837757002,5.1261261261261275
01:00,49799.397882414414,17.46370871171171,6.611633135577535e-05,5.8288288288288275
02:00,49778.23303463514,18.074845986486483,-0.00035654664273084816,6.804054054054054
03:00,49676.26794894595,11.593613567567566,0.0006509386361541704,5.441441441441442
04:00,50033.56997771622,13.096269702702706,0.0010816399579519813,4.581081081081081
05:00,49753.86258736035,6.701211657657657,0.0015271860031955261,3.6216216216216215
06:00,49786.619145495504,10.731210585585586,0.0004759885553744309,4.6576576576576585
07:00,50160.448153270285,4.875384432432432,0.0006868059264440782,4.006756756756756
08:00,50058.302630270286,5.982929513513514,0.0004861408284003658,3.9459459459459465
09:00,50647.523234716224,4.856754027027027,0.0006972985687674685,2.3986486486486487
10:00,50736.35062454955,2.6091380270270266,0.0008826057038588303,1.752252252252252
11:00,51456.323573040536,3.798014432432432,0.0016419581847126454,1.75
12:00,51607.07768139639,3.5060826846846846,0.0002186423902646018,1.2477477477477477
13:00,51944.418472324316,2.3436234864864858,0.0005300392470208795,1.1936936936936935
14:00,52374.62159190541,5.554669648648648,0.000950854614442244,0.9391891891891893
15:00,51849.82784300001,2.6947786126126125,0.0015340267745984166,1.6846846846846848
16:00,51398.59116868919,2.6244504864864857,0.0006907972972972974,2.135135135135135
17:00,49802.6435866937,16.36043003603604,0.001677810810810811,4.959459459459459
18:00,47396.11229724324,27.48002018918919,0.0017334054054054056,7.346846846846848
19:00,45899.6147367973,39.91782018918921,0.001618554054054054,8.993243243243242
20:00,47615.366699900886,29.54015108108108,0.001812459459459459,5.8108108108108105
21:00,43852.63353737838,28.54314368918919,0.0016433513513513512,8.702702702702702
22:00,46375.988048918916,38.838170693693684,0.0007918288288288287,5.864864864864863
23:00,47599.66253627028,30.15003818918919,0.001136472972972973,7.027027027027026
