hour,th,delay,loss,qlen
00:00,50953.092965099095,19.884241603603602,0.000735717720128427,7.175675675675675
01:00,49859.65878866216,14.426959567567565,0.0009774793594556914,6.1824324324324325
02:00,49008.95154372972,26.269127657657663,0.003387176199251135,7.702702702702703
03:00,49874.730669837845,23.497566945945948,0.00029697085574674096,5.581081081081082
04:00,49608.55928892793,15.962083081081085,0.0010571485397186742,3.8828828828828836
05:00,49645.195613945936,14.625903662162163,-0.0004955982609406789,1.885135135135135
06:00,49162.69675340541,14.930370666666667,0.0009186506461997484,4.833333333333333
07:00,49774.22693317568,15.165325797297296,0.0014958757392936107,5.621621621621621
08:00,49538.02671205406,11.5040949009009,0.001341756630772742,4.761261261261262
09:00,48792.24792071621,7.6777435945945935,9.849072900880635e-05,3.222972972972973
10:00,47642.396569189186,7.543092315315317,0.00044054181342363186,4.8423423423423415
11:00,51313.30821736487,6.632787108108107,-0.0003723321279180728,1.7837837837837838
12:00,51384.82061427026,4.886974054054053,0.000809034752877231,1.1936936936936935
13:00,52116.86932912162,3.4456591891891892,0.0008365527570095231,1.25
14:00,52020.60468301802,3.742084828828829,0.0019147753143289306,1.6936936936936942
15:00,52038.969293040536,2.660322851351351,0.0022650540862904326,1.7905405405405403
16:00,49928.70099002702,16.81425654054054,0.005013225225225225,2.752252252252252
17:00,49281.502965135136,23.841965851351357,0.001381418918918919,4.668918918918919
18:00,46574.80037772973,32.40218461261261,0.003403297297297297,9.238738738738736
19:00,42597.32686166216,34.21353648648649,0.003660256756756757,5.418918918918918
20:00,47560.084192117116,30.17242214414414,0.002519486486486486,5.527027027027027
21:00,43795.08604140541,43.94860039189189,0.0029321351351351355,8.722972972972974
22:00,44870.36201345045,34.52518289189189,0.002007495495495495,8.653153153153154
23:00,41804.48631791891,23.438315121621624,0.004810986486486486,9.513513513513512
