hour,th,delay,loss,qlen
00:00,51039.71891425225,21.289171387387388,0.0007507380974428607,7.45945945945946
01:00,49775.28011536486,19.64805094594595,0.0008484025549893338,6.912162162162162
02:00,47890.42470681082,21.607583738738732,0.00146536498484031,5.761261261261262
03:00,49941.04658916216,24.385143013513517,0.001142724530274228,6.405405405405406
04:00,49570.10447555855,18.31741698198198,0.00017312613441476015,4.076576576576577
05:00,50048.38257374325,14.82053702702703,1.5944675156186108e-06,3.1824324324324325
06:00,49519.271494684675,5.6923015945945945,0.0014272396139584187,4.0540540540540535
07:00,48583.417923459456,12.005805972972976,0.0037485459292187643,5.95945945945946
08:00,49056.02092863965,7.498760477477478,0.0021205783140418504,4.495495495495494
09:00,50100.66580471621,7.128254743243242,0.0010541672014984691,2.3445945945945947
10:00,49950.80572452253,8.293394594594593,0.0008933147062065042,1.6981981981981982
11:00,51319.027641932444,5.641982351351349,0.001312888491470309,1.7770270270270272
12:00,49691.48158791892,9.975135828828828,0.0011497040421011681,1.7117117117117118
13:00,50652.0535382973,3.4283560405405407,0.002467084349247615,2.9054054054054053
14:00,51965.69392315316,7.2349416936936946,0.00033526539134410085,1.6621621621621618
15:00,50854.09403650001,2.8981469324324323,0.0026461154656417774,1.054054054054054
16:00,50341.116579900896,8.972124963963962,0.0019317387387387391,2.2432432432432434
17:00,49874.55045685135,22.849708,0.002294135135135135,2.966216216216216
18:00,47131.184902576584,29.707442531531534,0.00287281981981982,6.04054054054054
19:00,35852.57529321622,32.05350118918919,0.005715837837837839,6.506756756756758
20:00,46913.93595863964,20.121663513513514,0.002718927927927928,6.698198198198199
21:00,43123.034756229725,49.042798364864865,0.0021413513513513518,10.054054054054053
22:00,46992.77872899098,28.52507539639639,0.0014602252252252253,8.887387387387387
23:00,43778.57370771622,21.24752062162162,0.0030872702702702697,7.554054054054054
