hour,th,delay,loss,qlen
00:00,51715.190389972966,10.049929504504505,-0.00047818495392242964,6.202702702702703
01:00,50073.80844336036,11.220836423423425,0.001961417870958221,5.103603603603603
02:00,49328.83874617569,20.84354774324324,0.00011424178402179514,7.31081081081081
03:00,49692.09668236937,17.354488369369367,0.0017049877524573432,4.747747747747748
04:00,49997.331633202695,18.799847851351352,0.00016636426544205983,4.736486486486486
05:00,49735.77123760361,8.364058846846849,0.0017170954359573764,3.774774774774775
06:00,49789.23198263963,12.376449144144145,0.0003201421631366998,5.288288288288288
07:00,50146.43407010812,5.811718689189191,0.0022340607216088035,4.918918918918919
08:00,50081.003696324326,7.643985333333332,0.0002805524766113953,4.004504504504504
09:00,50707.84543750001,2.1470978378378383,0.000864975530549269,0.9054054054054056
10:00,50806.56858498199,6.125526387387388,0.0004707216735767527,1.7297297297297298
11:00,51535.69966856757,4.514033797297298,0.001188155219425615,1.351351351351351
12:00,51673.84873292793,2.797225549549549,0.001185850567011323,1.68018018018018
13:00,51979.225461,4.010313198198198,0.0010839803642419535,1.7252252252252251
14:00,52325.611673513515,2.4019801621621624,-0.00030796935061156816,1.6621621621621618
15:00,51709.761911279274,6.440609441441442,0.002308354750882371,1.7252252252252251
16:00,51082.718286864874,11.927638513513513,0.0010597972972972974,2.986486486486487
17:00,49091.47883516216,25.73018035135135,0.002163891891891892,4.2342342342342345
18:00,46970.603266945946,28.917844243243238,0.004682567567567567,5.527027027027027
19:00,47085.141128351344,37.45267363513514,0.0009884324324324323,7.364864864864866
20:00,46370.98197647749,31.014212630630634,0.0021646036036036035,7.972972972972973
21:00,45622.4542401081,38.933426905405405,0.0022241486486486487,8.628378378378379
22:00,46616.173395045036,35.663371702702705,0.0021065675675675678,7.896396396396398
23:00,49604.05692663514,34.87138333783784,0.0006585,4.6824324324324325
